Noticia,Rotulo
"Nós cometemos erros, diz Mark Zuckerberg sobre escândalo do Facebook com Cambridge Analytica. Fundador do Facebook anunciou também mudanças para reforçar a segurança de dados no aplicativo, como a auditoria de apps.. O fundador do Facebook, Mark Zuckerberg, reconheceu que a empresa errou sobre o caso envolvendo vazamento de dados com a consultoria Cambridge Analytica ( leia nota na íntegra em inglês e sua tradução ao fim desta reportagem ). As declarações foram dados em um post no perfil de Zuckerberg na rede social, na primeira vez que falou sobre a crise institucional que fez o Facebook perder quase US$ 50 bilhões em valor de mercado em dois dias. Neste domingo (18), o Facebook informou que está investigando o vazamento de dados envolvendo por uma empresa britânica que trabalhou para a campanha de 2016 do presidente americano, Donald 
",true
"Foto mostra um coala velando um outro coala morto pelos incêndios na Austrália?

ao longo das últimas semanas publicamos diversos artigos (1 | 2 | 3 | 4) mostrando a realidade por trás de algumas fotos e vídeos supostamente relacionados aos incêndios florestais na austrália. na absoluta maioria dos casos, tais fotos e vídeos foram tirados de seus contextos originais.",true
"Veja o que é #FATO ou #FAKE na entrevista de Lula para o Jornal Nacional 

""dilma se endividou para manter o desemprego em 4,5%, menor patamar da história.""",true
"Bolsonaro entre dois mundos: o real e o virtual  

""notícias negativas abalam o presidente jair bolsonaro (sem partido) nas redes sociais, mas não no mundo real"", avalia thaís oyama em sua coluna em vídeo desta segunda-feira (10).",fake
"Ao falar de desemprego, Bolsonaro ataca IBGE e erra três vezes em menos de 1 minuto

[a taxa de desemprego medida pelo ibge] é uma coisa que não mede a realidade - jair bolsonaro",true
"PIB: Ações de proteção à economia evitaram queda superior a 9%, diz governo  

em nota informativa sobre o desempenho do pib (produto interno bruto) em 2020, o ministério da economia disse que houve ""pronta reação da economia brasileira"" às medidas do governo para conter a crise gerada pela pandemia de covid-19, o que possibilitou uma queda menos aguda do indicador. ""houve reversão das estimativas de mercado e de organismos internacionais ao longo do ano, que indicavam retração ainda mais aguda - algumas estimativas de queda do pib superavam 9%"", disse a pasta sobre queda de 4,1% da economia, maior recuo anual da série iniciada em 1996. ""as projeções para o pib vieram sendo ajustadas a partir da pronta reação da economia brasileira às medidas de política econômica de combate aos efeitos da pandemia"", continuou o ministério.",fake
"FMI: Guedes dirá que inflação atinge o mundo e tem preocupação com vacina  

a inflação será um dos principais temas do ministro da economia, paulo guedes, abordará depois de amanhã durante o 44o encontro do comitê monetário e financeiro internacional (fmi). ele dirá que as novas restrições relacionadas à pandemia combinadas com a forte recuperação da demanda levaram a gargalos de abastecimento global, reduzindo o ritmo de recuperação e aumentando a pressão sobre a inflação. além do brasil, o ministro também falará em nome de outros países, como cuba, equador, guiana, haiti, panamá, suriname, república democrática de timor-leste e trinidad e tobago. ainda segundo o discurso preparado pelo ministro, o progresso contínuo na vacinação é o fator mais importante para a recuperação econômica. o apoio à política continua crítico, mas o foco deve mudar gradualmente em direção à sustentabilidade fiscal.</s>",fake
"Fitch: Pandemia é fator central para risco de rebaixamento das economias da América Latina  

as economias latino-americanas irão recuperar-se neste ano da recessão do ano passado, mas os riscos para essas perspectivas estão inclinados para o lado negativo, disseram analistas da agência de classificação de risco fitch ratings hoje, mencionando a evolução da pandemia da covid-19. o crescimento mais lento também irá comprometer os esforços dos governos para colocar os déficits e a dívida pública de volta a um caminho mais sustentável. shelly shetty, diretora-gerente de soberanos da fitch, disse que a forma como a região lida com a segunda onda, o ritmo das distribuições de vacinas, o volume de imunizantes a aplicar e a fragilidade dos sistemas de saúde pública devem ser monitorados.</s>",fake
"Déficit comercial dos EUA atinge máxima recorde em fevereiro  

o déficit comercial dos estados unidos aumentou para uma máxima recorde em fevereiro conforme a atividade se recuperou mais rapidamente do que os rivais globais e pode permanecer elevado este ano, com a expectativa de que o forte estímulo fiscal alimente o crescimento mais rápido em quase quatro décadas. o departamento do comércio informou nesta quarta-feira que o déficit comercial aumentou 4,8%, para um recorde de 71,1 bilhões de dólares em fevereiro. economistas consultados pela reuters esperavam um déficit de 70,5 bilhões de dólares.",fake
"'Tudo dentro do previsto', diz Paulo Guedes sobre resultado do PIB de 2019

o ministro da economia, paulo guedes, afirmou que o resultado do produto interno bruto (pib) de 2019 ficou dentro do previsto. o instituto brasileiro de geografia e estatística (ibge) informou que o pib cresceu 1,1% em 2019, registrando a menor alta em três anos. o pib é a soma de todos os bens e serviços produzidos no país e serve para medir a evolução da economia. o ministro disse que o brasil vai reacelerar com as reformas.</s>",fake
"Postagem com orientações sobre como obter auxílio emergencial contém erros

o material, no entanto, contém erros de informação. a imagem publicada na internet mostra duas datas diferentes para liberação do auxílio na conta poupança digital da caixa para aqueles nascidos em agosto. o texto que acompanha a postagem também desinforma ao afirmar que os saques serão disponibilizados a partir de 25 de abril -- na realidade,",true
"Covid-19 ameaça derrubar último pilar do crescimento econômico da Alemanha  

um aumento nas infecções por coronavírus na alemanha está pesando na confiança do consumidor da maior economia da europa, piorando as perspectivas de negócios para a temporada de compras de natal e ameaçando derrubar o último pilar para sustento de seu crescimento. o instituto gfk disse nesta quinta-feira que seu índice de confiança do consumidor, com base em pesquisa com cerca de 2 mil alemães, caiu a -1,6 ponto para dezembro, ante leitura revisada para cima de 1,0 ponto um mês antes. a leitura para dezembro foi a mais baixa desde junho e veio abaixo da previsão em pesquisa da reuters de queda a -0,5.",fake
"Banco Central tem grupo de trabalho para estudar a proposta e está em trâmites para iniciar a fase de testes

real digital: o que se sabe sobre a versão eletrônica da moeda brasileira",true
"Analisamos 10 notícias falsas de fraude nas eleições de 2020 nos EUA!

a maior eleição dos últimos tempos, de uma das nações mais poderosas do mundo, não poderia deixar de acontecer envolta em fake news e muita desinformação.",true
"Sexta-feira, 19 de maio. Bom dia! Aqui estão as principais notícias para você começar o dia bem-informado.. Brasília continua em alerta para a turbulência política que balançou o Planalto e que parece estar longe de terminar. A expectativa de hoje é para a divulgação de mais trechos das delações dos donos do grupo JBS que já atingiram, por enquanto, o presidente Temer, o senador Aécio Neves e o ex-ministro da Fazenda Guido Mantega. O sigilo dos documentos, incluindo vídeos e fotos, já foi retirado pelo ministro Fachin. A consequência imediata do noticiário político foi um espetacular tombo na bolsa no Brasil e uma enorme desvalorização do real frente ao dólar . E como o mercado continuará reagindo hoje? O G1 acompanha de perto o pregão na Bovespa e a oferta de câmbio. Termina hoje, às 23h59, o prazo de inscrição na edição 2017 do Exame Nacional do Ensino Médio ( Enem ). O 
",true
"
Banco Central dos EUA não acabará com cédulas de dólar a partir de abril


a partir de agora [3 de abril] e progressivamente as cédulas [de dólar] de papel que todos nós conhecemos não serão mais aceitas em transações, para pagamento à vista ou para qualquer outro tipo de transação. elas deverão sair de circulação para dar lugar às transações digitais. não vai haver mais dinheiro de papel circulando em território americano",true
"Vídeos de decapitação no Facebook: Liberados ou proibidos?

“as pessoas estão compartilhando este vídeo para condená-lo. da mesma forma como programas jornalísticos na televisão usam imagens inquietantes mostrando atrocidades, as pessoas podem compartilhar vídeos inquietantes no facebook com o objetivo de aumentar o conhecimento sobre ações ou causas. embora o vídeo seja chocante, nossa postura está fundamentada na preservação dos direitos das pessoas de descrever, representar e comentar sobre o mundo em que vivem”.",true
"Ministra Tereza Cristina descarta intervenção e diz que não vai faltar alimento  

a ministra da agricultura, tereza cristina, disse que o governo não fará nenhum tipo de intervenção nos preços dos principais alimentos da cesta básica brasileira, que têm apresentado forte inflação nas últimas semanas, como arroz, feijão, leite, carne e óleo de soja. ao estadão, a ministra disse que não há nenhum risco de desabastecimento dos produtos para o consumidor brasileiro. a ministra disse ainda que não vai intervir nos preços de mercado, mas que monitora em tempo real a situação do mercado. em reunião com o governo, representantes do ministério da economia, agricultura e palácio do planalto, devem discutir o assunto.</s>",fake
"        Texto usa dados falsos para defender Previdência do Chile e apoiar Guedes 17/07/2019 10h49 

""o exemplo do chile"", um texto que circula em redes sociais sobre a economia chilena, mistura informações verdadeiras e falsas para concluir de forma enganosa que os bons índices no país têm relação com uma ""quase extinção dos socialistas"" e contaram com a ajuda do atual ministro da economia do brasil, paulo guedes. verificou os dados em páginas e índices oficiais do governo do chile e de organizações internacionais como a organização para a cooperação e desenvolvimento econômico (ocde). a maior parte das informações no texto pode ser considerada falsa ou enganosa.",true
"Imagem usa dados econômicos errados ao comparar 2016 com 2019

em 2016 estávamos em crise: (...) pib 3,0% compartilhado por post no facebook",true
"Em dia decisivo na COP26, Brasil mostra ""sinais de flexibilidade"" em acordo  

mas delegações estrangeiras confirmaram ao uol que o governo do brasil mostrou flexibilidade e uma atitude construtiva durante as últimas horas de negociações sobre o mercado de crédito de carbono. um primeiro rascunho do acordo foi circulado nesta quinta-feira. delegações de países escandinavos confirmaram que houve uma inflexão no itamaraty nas últimas horas. o governo brasileiro não oficializou essa nova postura.</s>",fake
"Veja o que é #FATO ou #FAKE na entrevista de Rodrigo Neves ao g1

""niterói ganhou o 1º lugar em transparência na gestão pública porque todas as informações - é a única cidade do estado - estão no portal de transparência. a população tem acesso à execução do serviço público.""",true
"Paul Krugman disse, em 2021, que Brasil saiu muito bem da crise e contrariou Miriam Leitão #boato

“a diferença entre um economista e um vigarista. visões sobre a economia brasileira. pessimista: ‘brasil tem uma economia diversificada e complexa e está com vários problemas por erros de decisão, de gestão e de política econômica do governo’ – miriam leitão. ela: ‘economista de programa’. especialista: ‘o brasil saiu da crise mundial muito bem e não se justificam preocupações com a sua economia’ – paul krugman. ele: prêmio nobel de economia”.",true
"        Preço da carne bovina ficou mesmo estável por 3 anos, como disse ministra 29/11/2019 20h21 

a ministra da agricultura, pecuária e abastecimento, tereza cristina, disse que não foi só o aumento de exportações para a china que levou à alta recorde do preço da carne bovina no brasil agora em novembro. segundo ela, outro motivo é que o preço do produto estava sem reajustes havia três anos. ""além de o brasil abrir as exportações, temos de lembrar que o boi tinha um preço represado há três anos. o pecuarista estava tendo prejuízo nesse período"", afirmou a ministra, em entrevista ao jornal ""o estado de s. paulo"".",true
"Lista de sites de notícias falsas não foi criada pelo Comprova

jamais produziu qualquer lista ou ranking que dê destaque a publicadores de informações falsas ou enganosas",true
" Restrições contra Covid-19 fazem economia alemã encolher no 3º tri, diz BC 

a economia alemã deverá encolher acentuadamente neste trimestre à medida que as restrições para combate à pandemia atingem o setor de serviços e desaceleram a expansão da indústria de construção civil, disse o banco central do país nesta segunda-feira (22). em seu último relatório mensal, o bundesbank pareceu abandonar as expectativas de uma recuperação na primavera no hemisfério norte e abandonou as referências à campanha de vacinação, que tem sido prejudicada por atrasos nas entregas e notícias de possíveis efeitos colaterais, como catalisador.",fake
"Bolsonaro foi surpreendido com tom da fala de Guedes sobre impeachment

a entrevista do ministro da economia, paulo guedes, na noite desta terça-feira, provocou desconforto com a afirmação de que auxiliares aconselhariam o presidente a cortar a regra do teto de gastos e a elevar o investimento público.</s>",fake
"Vice-presidente do Fed diz não se preocupar com pressões inflacionárias em 2021  

o vice-presidente do federal reserve, o banco central americano, richard clarida, reforçou que não tem preocupação com pressões inflacionárias nos estados unidos neste ano, e que espera que o indicador fique perto da meta de 2% do banco central ao final de 2021. o ministro disse que a inflação no comparativo anual ficar acima da meta é algo transitório, em virtude da crise ocorrida em 2020. as declarações vieram em sessão de perguntas e respostas durante um evento da câmara da comércio de eua e austrália. na visão do dirigente, a política monetária atual do fed é adequada para o ano todo, com base no panorama econômico. no entanto, se o cenário se altere e a inflação se afaste das metas, a autoridade possui “ferramentas para serem usadas no tempo certo”. o ministro não manifestou preocupação com a alta dos juros dos treasuries de longo prazo, avaliando que os mesmos estão precificando uma recuperação de economia neste ano. ele se disse otimista com a retomada e avaliou o momento como positivo.</s>",fake
" Chefe do FMI vê “alto grau de incerteza” no cenário global 

a chefe do fundo monetário internacional (fmi) disse nesta segunda-feira (18),  que as perspectivas econômicas globais permanecem altamente incertas devido à pandemia de coronavírus e que uma crescente divergência entre países ricos e pobres exige que o fmi encontre mais recursos. a diretora-gerente do fmi, kristalina georgieva, disse que uma nova alocação dos direitos especiais de saque, moeda do próprio fundo, ajudaria a dar aos países mais espaço fiscal para enfrentar a crise de saúde e migrar para uma economia digital e verde.",fake
"A foto de uma obra na BR-163 dos tempos de Lula que foi usada para elogiar Bolsonaro | Como verificamos

está publicando relatos de algumas de suas investigações para mostrar como e por que investigou conteúdos duvidosos encontrados na internet sobre políticas públicas do governo federal.",true
"G20: Bolsonaro, vacinas, mudanças climáticas e economia no encontro entre líderes mundiais  

o colunista do uol jamil chade fala direto de roma sobre a pauta do g20, primeiro encontro entre líderes mundiais desde o início da pandemia de covid-19. metas de vacinação, mudanças climáticas e retomada econômica são os principais temas da conferência. jamil também traz com exclusividade imagens do encontro do presidente jair bolsonaro com líderes antes da reunião. nessa conversa, bolsonaro mente sobre a sua popularidade e a situação da economia brasileira.",fake
"PIB da Itália registra queda de 8,9% em 2020 devido ao coronavírus  

a itália registrou uma queda do pib (produto interno bruto) de 8,9% em 2020 devido à crise econômica provocada pela pandemia de covid-19, de acordo com a primeira estimativa publicada pelo istat (instituto nacional de estatística). o retrocesso é menor que o previsto pelo banco da itália e o fmi (fundo monetário internacional), que projetavam uma queda de 9,2%. o governo italiano previa uma redução de 9%.",fake
"Bitcoin desaba após Elon Musk anunciar que Tesla vai suspender vendas com a criptomoeda

elon musk informou pelas redes sociais nesta quarta-feira (12) que vai suspender as vendas de carros da tesla usando bitcoin por conta dos impactos ambientais causados pela mineração de moedas digitais. com o anúncio, a cotação da criptomoeda — que já recuava no dia — passou a desabar, ultrapassando 12%, para us$ 50,125.09, no acumulado de 24 horas. ceo da tesla e também da space x, musk afirmou que a empresa automotiva não vai vender nenhum bitcoin e que só vai usar novamente a criptomoeda quando a mineração fizer a ""transição para uma energia mais sustentável"". as ações da tesla também passaram a cair no after market (negociações após fechamento do mercado) em wall street. às 20h (no brasil), os ativos registravam perdas de 1,09%, a us$ 583,48.",fake
"Bolsonaro pode escapar de processo, mas não escapará de perguntas sobre rachadinha | Thaís Oyama  

""o presidente tem mil razões para não gostar do trabalho que fazem os veículos de comunicação profissionais no brasil. reportagem publicada hoje pelo uol deu a ele mais uma. com base na análise de 607.552 operações bancárias da família bolsonaro trazidas à luz pela quebra de sigilo judicial (hoje suspenso), a reportagem reforça os indícios daquilo que há muito se suspeita: que jair bolsonaro usou dinheiro público para subir na vida"", analisa thaís oyama em sua coluna em vídeo desta semana.",fake
"Vendas da Alphabet caem pela primeira vez, impactadas por corte de anúncios do Google

as vendas trimestrais da controladora do google, a alphabet, caíram pela primeira vez em 16 anos como empresa pública, mas o declínio foi menor do que o esperado, já que muitos anunciantes continuaram utilizando a ferramente de pesquisa da empresa durante a pandemia. com suas ferramentas gratuitas de navegação na web, exibição de vídeos e teleconferências, o google se tornou uma parte maior da vida de muitos consumidores. mas os anunciantes do google sofreram cortes demissões em massa e outros cortes de custos. o negócio de anúncios do google há muito tempo está em linha com a economia.</s>",fake
"BC inclui mudança do clima no gerenciamento de riscos dos bancos  

o banco central vai exigir que as instituições financeiras passem a incorporar à sua política de gerenciamento de riscos potenciais perdas com questões relacionadas às mudanças climáticas. a determinação consta de novas regras colocadas em consulta pública pela autarquia por prazo de 60 dias nesta quarta-feira (7). (...) leia íntegra na folha.",fake
"No Congresso, Paulo Guedes erra dados sobre mercado de trabalho e carga tributária

ou seja, perdemos 1.230.000 empregos - paulo guedes",true
"Inflação é causada pela pandemia, não pela políticas de Biden, diz assessor da Casa Branca  

o assessor econômico da casa branca, brian deese, afirmou hoje que a alta dos preços é uma questão global que deriva da pandemia de coronavírus, e não o resultado das políticas do presidente joe biden. biden e seus principais assessores econômicos, incluindo deese, vêm prevendo há meses que a inflação será um problema de curto prazo. questionado no programa ""state of the union"", da cnn, se estão errados, deese disse: ""não, não acho. acho que o que dissemos de forma consistente é que a pandemia e a economia estão interligadas.""",fake
"Apesar de já falar em recessão, governo estima alta de 0,02% no PIB em 2020

apesar de declarações de membros da equipe econômica admitirem que o brasil vai enfrentar um recessão em 2020 devido à pandemia do novo coronavírus, o governo informou nesta quarta-feira (15) que prevê uma alta de 0,02% para o produto interno bruto (pib) neste ano. o secretário de política econômica, adolfo sachsida, admitiu que o pib brasileiro vai ser negativo, mas que a equipe econômica optou por não alterar a estimativa no pldo. para 2021, a previsão é de um crescimento de 3,3% para os anos de 2022 e 2023.</s>",fake
"É verdade que casais que transam mais ganham melhores salários?

“parece que temos de considerar em conjunto as relações entre felicidade, atividade sexual, produtividade e salários”, disse ele.",true
"Comitiva do governo federal se reuniu com o fundo de investimentos de George Soros?

“o nosso trabalho é atrair esse mercado, formado por grandes players globais, que têm reconhecido nossos esforços para transformar o ambiente de negócios e criar as condições para um ciclo virtuoso da nossa economia“, disse freitas.",true
" De chips a navios, escassez faz inflação persistir 

disparada dos preços do gás, falta de trabalhadores, escassez de navios — as pressões sobre os preços em todo o mundo podem estar aumentando mais rápido do que o previsto, desafiando a visão de que a inflação será transitória. os banqueiros centrais, embora confiantes de que inflação arrefecerá, estão começando a admitir que ela pode ficar elevada por mais tempo à medida que uma série de questões eleva os preços de bens e serviços e aumenta as expectativas de inflação.",fake
"PIB, comércio e indicadores sociais confirmam maior crise em gerações   

a covid-19 virou o mundo de cabeça para baixo. o informe de mais de 30 entidades internacionais tenta desenhar a situação e fazer um raio-x de um paciente: o mundo. os números econômicos surpreendentes publicados nesta quarta-feira incluem uma queda anual de 9% na produção global a e perdas de us$ 8,5 trilhões em dois anos para a economia mundial. para o segundo trimestre, a queda do comércio deve ser de 27%, algo inédito em gerações. também se estima uma queda nos preços globais de commodities, de 20,4%. no lado social, a constatação é de uma queda de quase 10,5% no total de horas de trabalho, o equivalente a 305 milhões de trabalhadores em tempo integral.</s>",fake
"Veja 10 dicas para manter a saúde mental em 2022

com a chegada de um novo ano, reunimos os principais conselhos dos especialistas publicados nas reportagens mais populares do jornal the new york times para ajudar a manter a calma em 2022. um crescente corpo de pesquisas mostra que existem passos simples para recarregar suas baterias emocionais e despertar uma sensação de realização, propósito e felicidade. none 1. dê nome ao sentimento em abril, adam grant já havia anunciado que o definhamento pode ser a emoção dominante de 2021. mas o seu diagnóstico para tdah tornou mais difícil discutir sua saúde mental com clareza. burana deu a “todo o pacote” um apelido: bruce. a figura pública tem sido bem transparente sobre suas lutas com a saúde mental. 3. encontre propósito nas atividades cotidianas.</s>",fake
"Com auxílio emergencial, papel moeda na economia bate recorde em abril

com o início do pagamento do auxílio emergencial de r$ 600 para a população mais carente em abril, o papel moeda em poder do público bateu recorde no mês passado, informou o banco central nesta quinta-feira (28). em abril, entraram em circulação r$ 24,2 bilhões em espécie, abrangendo cédulas e moedas. o ingresso elevou o total disponível na economia brasileira para r$ 238,723 bilhões. segundo o chefe do departamento de estatísticas do bc, fernando rocha, foram batidos dois recordes: o saldo médio e o saldo ao fim do período. a série histórica do banco central começa em dezembro de 2000.</s>",fake
"        Entenda as políticas de preços da Petrobras 24/05/2023 17h29 

o preço de paridade de importação (ppi) adotado em 2016 pela petrobras chegou ao fim. durante sete anos, o preço dos combustíveis acompanhou as oscilações do valor do barril de petróleo no mercado internacional, assim como a cotação do dólar. no período de vigência, o preço da gasolina subiu mais que a inflação, e a petrobras obteve lucro recorde. já o novo modelo anunciado pelo presidente luiz inácio lula da silva (pt) considera também a demanda do mercado interno. conteúdo analisado: conteúdos nas redes sociais afirmam que o presidente luiz inácio lula da silva (pt) teria voltado a instaurar a mesma política de preços da petrobras aplicada durante o governo dilma rousseff (pt).",true
"
Ciro, Tebet e Janones exageram números ao falar sobre empregos e Petrobras


desemprego aberto somado com a informalidade e o desalento já atinge 70 de cada 100 trabalhadores brasileiros. - entrevista à cnn brasil (26/5)",true
"Bolsas europeias iniciam a semana com quedas expressivas por coronavírus  

as bolsas europeias iniciaram o dia com perdas de quase 12% devido à epidemia do novo coronavírus. no início das operações, o índice ftse-100 de londres perdia 8,52%, o dax de frankfurt 7,4%, o cac-40 de paris 5,71%, o ibex-35 de madri 6,7% e o obx de oslo 12%. o índice ftse mib de milão recuava 8% poucos minutos depois da abertura. as quedas são uma consequência do desabamento do preço do petróleo após o fracasso das negociações entre a organização dos países exportadores de petróleo (opep) e a rússia sobre reduções de produção, em um contexto de queda da demanda devido ao coronavírus.",fake
"Silêncio de dono da Precisa na CPI sinaliza suspeita, avalia Kennedy Alencar  

em participação no uol news, o colunista kennedy alencar comenta o depoimento sócio-administrador da precisa medicamentos, francisco maximiano, à cpi da covid, nesta quinta-feira (19). ""silêncio é direito constitucional; não temos que reclamar. e o silêncio dele, muitas vezes, deu informações importantes. ao não responder algumas perguntas, ele sinaliza uma suspeita sobre o assunto em questão""",fake
"Reação da Bolsa depende de qualidade de pacote econômico, diz firma global  

o impacto da pandemia do coronavírus sobre os mercados é muito maior do que o provocado por outras crises anteriores. é impossível prever quando os investimentos vão começar a se recuperar de forma sustentável. segundo frederico sampaio, diretor de investimentos da franklin templeton no brasil, a empresa cuida de mais de us$ 753 bilhões (r$ 3,84 trilhões) de clientes em todo o mundo. para ele, a recuperação dos mercados depende da atuação do governo. ele diz que, se o governo adotar um plano focado nos mais vulneráveis e retirar os gastos extras de cena, o endividamento do setor público será pontual e haverá uma recuperação da economia.</s>",fake
"Presidente do BC: ""Ritmo de vacinação fará Brasil ter reabertura razoável""  

o presidente do banco central, roberto campos neto, disse que com o ritmo da vacinação atual o brasil terá uma reabertura da economia razoável. a declaração ocorreu durante entrevista à cnn brasil. ele disse que a vacinação é a melhor saída para a economia. no momento, 43.936.007 brasileiros receberam pelo menos uma dose de imunizante contra a doença.</s>",fake
"Lucro da Gerdau cai pela metade no 1º tri; empresa cortará investimento  

a gerdau teve queda de 51,3% no lucro líquido do primeiro trimestre em relação ao mesmo período do ano anterior, para 221 milhões de reais, em desempenho marcado por queda em volumes e margens. a siderúrgica também anunciou corte em investimentos para 2020. a companhia disse que a pandemia de covid-19 impactou o desempenho de suas operações de negócios a partir de segunda quinzena de março. o lucro antes de juros, impostos, depreciação e amortização ajustado recuou 24,5%, para 1,177 bilhão de reais. a média das projeções da refinitv apontava lucro líquido de 209,82 milhões e ebitda de 1,187 bilhão.</s>",fake
"Vídeo 'Plandemic' faz afirmações falsas sobre a covid-19

texto atualizado para incluir novas informações sobre estudo da revista científica lancet.esta checagem foi produzida pela coalizão d . leia mais aqui.",true
"FMI está preocupado com impacto da desaceleração global sobre emergentes  

a diretora-gerente do fundo monetário internacional (fmi) kristalina georgieva, disse estar preocupada com o efeito negativo para o crescimento dos países emergentes e de renda mais baixa da pandemia de coronavírus. em declarações durante teleconferência com ministros das finanças do g-20, ela elogiou as medidas decisivas tomadas por muitas nações para proteger as pessoas e a economia da covid-19. ela disse que as projeções dependem de como será gerenciada a operação para conter o vírus e reduzir o nível de incerteza. a declaração foi divulgada pelo próprio fmi em comunicado. georgieva disse que o fundo fará sua parte na recuperação.</s>",fake
"Reajuste do diesel, Previdência e Censo do IBGE: erros de Paulo Guedes no Central GloboNews

o desemprego lá [nos estados unidos] é 3% - paulo guedes",true
"Moody's adota perspectiva negativa para bancos no Brasil por crise do coronavírus  

a agência de classificação de risco moody's alterou, de estável para negativa, a perspectiva para o sistema bancário brasileiro, alegando que o choque causado pela pandemia do coronavírus pode afetar o setor bancário. a queda inesperada da economia, o declínio da renda familiar e o aumento do desemprego vão pressionar a qualidade de ativos dos bancos e reduzir a capacidade de pagamento dos tomadores de crédito, elevando a inadimplência e os custos de crédito. para a agência, a demanda por crédito e o volume geral de negócios diminuiam com o avanço do coronavírus. a agência avalia que as medidas do governo ajudarão a manter liquidez adequada dos bancos, enquanto os níveis robustos de capital e reservas contra perdas de crédito são um colchão contra perdas.</s>",fake
"CMN eleva valor mínimo de transações em reais no exterior que devem ser informadas ao BC

o conselho monetário nacional (cmn) decidiu elevar o valor mínimo das transações financeiras no exterior. a resolução foi aprovada pelo conselho, composto pelo ministro da economia, paulo guedes; pelo presidente do banco central, roberto campos neto, e pelo secretário especial de fazenda do ministério da fazenda. o cmn também decidiu aumentar o piso da declaração anual de capitais brasileiros no exterior.</s>",fake
"China compra empresa aérea Azul durante pandemia do novo coronavírus #boato

grupo chinês compra 23,7% da azul por r$ 1,7 bi o acordo dará à azul mais tempo para fazer sua planejada abertura de capital, segundo o presidente-executivo da companhia, antonoaldo neves. “não estávamos com pressão pelo ipo (oferta inicial de ações, na sigla em inglês), mas agora isso nos dá um prazo ainda maior”, disse ele.terceira maior empresa do setor aéreo no brasil, a azul desistiu em junho, pela terceira vez, de fazer o ipo devido às condições adversas do mercado de capitais. a desistência ocorreu pouco antes de a empresa receber um aporte de 100 milhões de dólares da americana united airlines, do grupo united continental. [ ]",true
"O Governo vai mesmo confiscar todas as poupanças?

“tais informações são totalmente desprovidas de fundamento, não se conformando com a política econômica de transparência e a valorização do aumento da taxa de poupança de nossa sociedade, promovida pelo governo, através do ministério da fazenda”",true
"Apple supera expectativas do mercado com vendas de iPhones e computadores

a apple divulgou nesta quarta-feira (28) um resultado acima do esperado para o primeiro trimestre deste ano. as vendas da companhia na china quase dobraram e os resultados superaram as previsões de analistas em todas as categorias de produtos. as vendas de iphones ficaram us$ 6,5 bilhões acima do previsto e as de computadores mac foram cerca de um terço maiores que o esperado. o presidente-executivo da apple, tim cook, afirmou que a companhia está vendo a chegada da recuperação da economia. ""eu creio que os estados unidos serão muito fortes. certamente, todas as indicações que vejo são muito positivas para a economia dos eua"", disse cook.",fake
"
Rodrigo Maia usa números imprecisos sobre Previdência na TV


a previdência já consome 13% do nosso pib...",true
"Caminho para investimento público em obras será o endividamento, diz ministro  

o ministro da infraestrutura, tarcísio de freitas, afirmou que os recursos públicos complementares necessários para o programa de investimento em obras do governo federal devem ser captados via endividamento.</s>",fake
"Banco de Preços em Saúde tem nova forma para cadastramento

cadastre-se no banco de preços em saúde (bps). o banco de preços é um sistema público e gratuito de informações de compras da união, estados, municípios e do distrito federal. o sbp permite transparência e transparência no mercado.</s>",fake
"Guedes usa China como exemplo de economia de mercado: 'Somos prisioneiros'  

o ministro da economia, paulo guedes, citou a china como exemplo de economia de mercado ao criticar, mais uma vez, o ritmo de privatizações no brasil. a declaração foi dada na tarde de hoje, em participação no 41º congresso brasileiro de previdência privada. ""somos prisioneiros cognitivos de uma economia dirigista. a inteligência brasileira acredita em economia planificada, quando a china é um fenômeno de economia de mercado, continua com regime político fechado, mas é hoje uma economia extraordinariamente dinâmica e baseada em mercados"", declarou o ministro. guedes afirmou que ""existem duas chinas"", sendo uma estatal e controlada, com ""dificuldades e bancos públicos"" e outra voltada para o mercado externo, dinâmica e ""penetrando nas economias globais com enorme grau de dificuldade"".",fake
"Terça-feira, 24 de outubro de 2017. Boa noite! Aqui estão as principais notícias para você terminar o dia bem-informado. Na véspera da votação da segunda denúncia contra o presidente Temer na Câmara, um levantamento mostra que o Planalto aumentou de forma bastante significativa o montante liberado para emendas parlamentares no mês de outubro. A oposição ensaia estratégias para impedir a realização da votação com o objetivo de desgastar Temer ainda mais. O Rio vive o dia seguinte de mais um episódio de violência que corrói a imagem da cidade pelo mundo. Dados da Câmara dos Deputados indicam que 
",true
"Guedes vê dívida pública menor no fim do ano e diz que pode estender auxílio  

o ministro da economia, paulo guedes, disse que a dívida pública fechará este ano próximo a 85% do pib, em meio a uma melhora da arrecadação e à aceleração da atividade econômica, e que o governo poderá estender auxílio emergencial para vulneráveis durante a pandemia da covid-19. a relação dívida/pib deve cair para 85% ao final do ano, exatamente porque seguimos com a desalavancagem dos bancos públicos e o desinvestimento das empresas estatais. a dívida pública bruta caiu a 86,7% do produto interno bruto (pib), nível mais baixo desde julho do ano passado, ante 88,9% no mês anterior.</s>",fake
"Imagem usa dados econômicos errados ao comparar 2016 com 2019

em 2016 estávamos em crise: (...) desemprego 6% compartilhado por post no facebook",true
